1,50649.602472300045
2,51398.130777367565
3,49707.03957963331
4,50952.67109056021
5,46603.10582982903
6,50836.37584809843
7,48685.153250500625
8,49137.304862723766
9,48276.87811662605
10,51619.90639098376
11,48945.407557198334
12,51389.293777595034
13,49445.692171231625
14,50343.20567351363
15,49224.84514394217
16,54111.729624224325
17,51922.15062225225
18,50953.34238333054
19,53252.98213577373
20,52061.7645873436
21,50829.264806306295
22,51795.17570805907
23,50379.864878899476
24,52368.28944684933
25,52698.34007680569
26,56205.93363984371
27,52628.053079968864
28,53997.02188602244
29,54222.4626572621
30,50367.162455677004
31,53085.21884589085
32,55681.73538680939
33,51815.21214487973
34,50676.21035783784
35,51949.014996923164
36,53893.79915903561
37,51802.75493444282
38,52988.87391642254
39,51193.16973471918
40,51240.69563479165
41,52513.53588260089
42,50753.71696325027
43,51449.14743857554
44,50882.25184245373
45,52694.611177525
46,52766.003423302864
47,50514.34447546491
48,55809.92070753139
49,54373.90777660961
50,53432.59499749119
51,54777.34925456477
52,55785.78963333801
53,54187.92055134435
54,49793.79687862972
55,53210.6623741793
56,52115.095394334
57,57015.25916907489
58,51865.42232527329
59,53562.7564915879
60,52140.5411497105
61,51378.487770806925
62,55298.48681568427
63,52764.502068263275
64,52757.153033614195
65,53032.66083859545
66,55329.52478631751
67,54499.90485421455
68,54856.11577542961
69,52556.59579585734
70,55645.214517576496
71,55176.405730553866
72,56213.88552821717
73,50929.76957784844
74,54989.894058358324
75,53171.24956424768
76,51895.74547372364
77,57708.742765439456
78,52878.650027784955
79,50552.406879945986
80,55989.481189612095
81,54473.25528282571
82,51279.88032522782
83,54697.247219425444
84,55704.18775422438
85,58409.914147382886
86,52946.652803063604
87,53486.752812610706
88,54191.99171857425
89,54735.35889763786
90,52115.43562884448
91,56779.00074915653
92,54081.597306302916
93,55348.04953806622
94,55021.659586851805
95,55456.612276186526
96,53303.071762738415
97,53631.82317598043
98,57741.83840789281
99,53724.642640930724
100,52299.98932397157
101,55161.5608383561
102,51950.22872087393
103,55936.68586915139
104,56159.736337665934
105,54595.28338171097
106,54557.56017196708
107,56188.672089121115
108,57303.82122374146
109,55693.926084405655
110,52983.05528275909
111,51756.04677495353
112,53743.50338183368
113,53400.82667132706
114,51087.282816390776
115,55510.15777790035
116,52430.5184484941
117,52631.2215900723
118,53887.673258945295
119,56070.283487816174
120,50753.08866250331
121,53464.24650649677
122,52744.05709855797
123,56602.932318720785
124,54442.30789889785
125,50843.774612163885
126,55635.00704125197
127,55838.5069074905
128,52892.55905310594
129,56559.07898522571
130,53489.46725082295
131,55925.77339550741
132,52105.14781950859
133,51741.668707523706
134,50548.12951485643
135,55423.478343423325
136,56259.13077911338
137,56547.982954849256
138,54939.934436590294
139,54717.92508563021
140,54444.270931034436
141,52996.63313281215
142,52750.122668537966
143,53020.932854883205
144,53427.30325841602
145,53259.64516652634
146,56439.3940268613
147,53343.55178523772
148,56252.12912389697
149,53162.738220742904
150,53847.46662313308
151,55791.87660267448
152,53423.49992914346
153,53743.180085225256
154,55276.00158206174
155,54264.486865680905
156,53569.49032777213
157,56827.12528040738
158,54257.78649337601
159,52746.71989618854
160,50613.45674034688
161,52735.319951879734
162,51884.31821679486
163,52233.062466087766
164,54339.90111827543
165,52422.37490351377
166,51782.44457803275
167,53461.024817794154
168,51277.437125278906
169,51910.91202972944
170,58826.45799257554
171,53476.68822296079
172,49654.83085684057
173,49955.71468971439
174,54925.382350444976
175,51815.158765139924
176,50550.53889730847
177,53482.66328322276
178,53315.68121109267
179,58719.57073834891
180,55434.47593055556
181,53255.488948048034
182,57709.82324629675
183,53981.818894077565
184,54228.61864282953
185,51006.087111193476
186,52341.72297925504
187,50155.64420937414
188,50490.027330091114
189,51029.652050153854
190,54973.812884983396
191,53356.39862573119
192,55345.534359536665
193,53000.81036804929
194,53217.9673079288
195,51745.77421469994
196,55462.87552195576
197,53429.59653424025
198,55631.3641731493
199,50684.00180401254
200,53407.73732135025
